name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Northwest Africa 6476,52836,Valid,L-melt breccia,800,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6477,52837,Valid,Eucrite-mmict,385,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6478,52838,Valid,LL6,437,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6480,52840,Valid,LL6,60.1,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6481,52841,Valid,Lunar (feldsp. breccia),13.7,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6484,52845,Valid,Lodranite,688,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6485,52846,Valid,LL-melt rock,41.3,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6486,52847,Valid,L-melt rock,4.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6488,52849,Valid,Eucrite-br,2370,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6489,52850,Valid,Diogenite,3.2,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6490,52857,Valid,H5,80,Found,01/01/2002 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6491,52862,Valid,R3-5,1100,Found,01/01/2004 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6492,52863,Valid,R3-6,45,Found,01/01/2004 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6493,52864,Valid,L5,41.5,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6495,52866,Valid,Eucrite-pmict,11.5,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6497,52868,Valid,Eucrite-pmict,44.6,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6500,52871,Valid,LL3.8,311,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6501,52872,Valid,L3,93,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6502,52873,Valid,Eucrite-mmict,7.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6503,52874,Valid,LL6,20.100000000000001,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6504,52875,Valid,L3,45,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6505,52876,Valid,CK4,62,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6506,52877,Valid,CV3,169.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6507,52878,Valid,CR2,5.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6508,52879,Valid,EL3,146,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6509,52880,Valid,LL3.6,106.6,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6510,52881,Valid,L4,433.3,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6511,52882,Valid,L3.9,725,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6513,52889,Valid,L4,4055,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6515,52892,Valid,Ureilite,2510,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6532,52909,Valid,H3,110,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6533,52910,Valid,H6,50,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6534,52911,Valid,L4,36,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6535,52912,Valid,H6,25,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6536,52913,Valid,H6,40,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6537,52914,Valid,L3,180,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6538,52915,Valid,LL6,59,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6539,52916,Valid,CV3,29,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6540,52917,Valid,H5,98,Found,01/01/2007 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6541,52918,Valid,H4/5,2460,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6542,52950,Valid,EL6,15.8,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6543,52919,Valid,H5,198,Found,01/01/2007 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6544,52921,Valid,H4,34.75,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6545,52922,Valid,H4,361,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6546,52923,Valid,L5,214,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6547,52924,Valid,L4,92.2,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6548,52920,Valid,LL4,188,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6549,52925,Valid,L4,228.7,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6550,53485,Valid,LL3.7,29481.8,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6551,52926,Valid,H5,113.6,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6552,52927,Valid,L6,5824,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6554,52929,Valid,Lunar (feldsp. breccia),138,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6555,52930,Valid,Lunar (feldsp. breccia),29.72,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6556,52931,Valid,Howardite,224,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6557,52932,Valid,Acapulcoite,68,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6560,52935,Valid,Howardite,5888,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6564,52939,Valid,Eucrite-pmict,188,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6566,52941,Valid,Eucrite-pmict,145,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6569,52953,Valid,L-melt breccia,340,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6570,52954,Valid,Lunar (feldsp. breccia),415,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6572,52956,Valid,Achondrite-ung,50.2,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6573,52957,Valid,Eucrite-mmict,37,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6575,52959,Valid,Diogenite,135,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6576,52960,Valid,Pallasite,245,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6578,52973,Valid,Lunar (feldsp. breccia),1638,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6579,53498,Valid,L-melt rock,95,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6580,53499,Valid,L-melt breccia,105,Found,01/01/2005 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6581,52984,Valid,LL6,146.5,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6582,53500,Valid,LL3.8,49,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6583,52985,Valid,"Iron, ungrouped",1825,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6587,53494,Valid,H6,307,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6588,53625,Valid,LL6-an,2730,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6589,53576,Valid,Eucrite,286,Found,01/01/2002 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6590,53577,Valid,L4,3950,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6591,53578,Valid,H4,712,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6592,53634,Valid,Lodranite,15.85,Found,01/01/2007 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6593,53729,Valid,L3,635.79999999999995,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6594,53501,Valid,Eucrite,3050,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6600,53623,Valid,Ureilite,439,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6601,53624,Valid,Eucrite,276.2,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6602,53509,Valid,Howardite,1048,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6603,53510,Valid,CV3,481,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6604,53511,Valid,CK4,605,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6605,53512,Valid,L6,2237,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6606,53513,Valid,L5/6,156,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6607,53514,Valid,LL3-6,94,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6608,53515,Valid,LL5,257,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6609,53516,Valid,L4,164,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6610,53517,Valid,LL4/5,110,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6611,53518,Valid,LL3.8,45,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6612,53519,Valid,CV3,194,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6613,53520,Valid,LL6,161,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6614,53521,Valid,H5,174,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6615,53522,Valid,L3.8,187,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6616,53523,Valid,L5-6,770,Found,01/01/2008 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6617,53524,Valid,H3.6,71,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6618,53525,Valid,Eucrite-mmict,237,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6619,53526,Valid,CV3,3367,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6620,53527,Valid,Howardite,89,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6621,53528,Valid,H4,24000,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6622,53529,Valid,L5,3500,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6623,53530,Valid,H5,4000,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6624,53531,Valid,H5/6,8000,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6625,53532,Valid,H4,6200,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6626,53533,Valid,L3.9,3300,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6627,53534,Valid,L5,7000,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6628,53535,Valid,L6,1700,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6629,53536,Valid,LL5,1100,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6630,53537,Valid,L5,1000,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6632,53539,Valid,LL6,300,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6633,53540,Valid,L6,800,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6634,53541,Valid,L5,650,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6635,53542,Valid,L6,225,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6636,53543,Valid,L6,500,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6637,53544,Valid,L5,700,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6638,53545,Valid,L6,400,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6639,53546,Valid,L5/6,1400,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6640,53547,Valid,H5/6,2200,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6641,53548,Valid,L6,1600,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6642,53549,Valid,L6,2500,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6643,53550,Valid,L6,1725,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6644,53551,Valid,L6,1100,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6645,53552,Valid,H3-6,375,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6646,53553,Valid,L6,1700,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6647,53554,Valid,H4,400,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6648,53555,Valid,L5/6,540,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6649,53556,Valid,H5,500,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6650,53557,Valid,L6,375,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6651,53558,Valid,L6,250,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6652,53559,Valid,L5/6,450,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6653,53560,Valid,L5,425,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6654,53561,Valid,L4,200,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6655,53562,Valid,L6,590,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6671,53581,Valid,Eucrite-pmict,233.7,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6672,53582,Valid,Mesosiderite,99.6,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6673,53583,Valid,Pallasite,99.8,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6674,53585,Valid,LL4,291,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6675,53586,Valid,Aubrite,510,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6676,53587,Valid,H5,1800,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6677,53588,Valid,L4-melt breccia,5200,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6678,53589,Valid,LL4,64,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6679,53590,Valid,LL5,266,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6680,53591,Valid,EL6,195,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6681,53592,Valid,LL5/6,150,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6682,53593,Valid,H6,13000,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6683,53594,Valid,H6,50,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6684,53595,Valid,H3-6,39,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6685,53596,Valid,Lodranite,524,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6686,53597,Valid,Howardite,62,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6687,53598,Valid,Lunar (feldsp. breccia),42.4,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6688,53599,Valid,LL5,114.6,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6689,53600,Valid,H4,295,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6690,53601,Valid,Diogenite,88.3,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6691,53602,Valid,LL5,57.7,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6692,53603,Valid,LL5,44.6,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6693,53629,Valid,Achondrite-ung,5100,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6694,53627,Valid,Eucrite-pmict,5005,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6695,53628,Valid,Howardite,538,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6696,53626,Valid,LL3.6,10,Found,01/01/2007 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6697,53652,Valid,C2-ung,67.05,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6698,53584,Valid,Achondrite-ung,38.4,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6701,53606,Valid,CO3.1,80,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6706,53611,Valid,L6-melt breccia,2109,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6707,53612,Valid,Eucrite,91.5,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6709,53614,Valid,Howardite-an,494,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6710,53615,Valid,Martian (shergottite),74.400000000000006,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6711,53720,Valid,Eucrite,714,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6712,53721,Valid,Eucrite,3758,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6713,53655,Valid,Mesosiderite,277,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6714,53656,Valid,L3.1,93.7,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6715,53631,Valid,L6,470,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6716,53804,Valid,"Iron, IIE",293,Found,01/01/2010 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6719,53641,Valid,LL4,134,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6720,53642,Valid,CM2,6.5,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6721,53643,Valid,Lunar (feldsp. breccia),181,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6723,53645,Valid,Howardite,141.80000000000001,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6724,53646,Valid,Mesosiderite,119,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6725,53647,Valid,CM2,32.64,Found,01/01/2011 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
Northwest Africa 6727,53763,Valid,L5,88000,Found,01/01/2006 12:00:00 AM,0.000000,0.000000,"(0.0, 0.0)"
